imputed_CARDIoGRAM_C4D_CAD_ADDITIVE	imputed_CNCR_Insomnia_all	imputed_DIAGRAM_T2D_TRANS_ETHNIC	imputed_GABRIEL_Asthma	imputed_GPC-NEO-NEUROTICISM	imputed_HRGene_HeartRate	imputed_IBD.EUR.Crohns_Disease	imputed_IBD.EUR.Inflammatory_Bowel_Disease	imputed_IBD.EUR.Ulcerative_Colitis	imputed_IGAP_Alzheimer	imputed_PGC_ADHD_EUR_2017	imputed_PGC_ASD_2017_CEU	imputed_TAGC_Asthma_EUR	imputed_UKB_20002_1261_self_reported_multiple_sclerosis	imputed_UKB_20002_1262_self_reported_parkinsons_disease	imputed_UKB_20002_1289_self_reported_schizophrenia	imputed_UKB_20127_Neuroticism_score	imputed_UKB_6152_8_diagnosed_by_doctor_Asthma
chr10:6736966-6738083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:67658897-67660470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:68471288-68472621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:68594104-68595174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:69332673-69335842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:69438138-69439741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:69450729-69452568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:69468008-69468835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:69478762-69482136	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:69493060-69493410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:70131270-70133828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:70162067-70162441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:70169511-70171226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:71183912-71184693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:71187087-71188602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:71216433-71218340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:71755623-71756001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:71762073-71762308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:71766239-71767316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:71883080-71883910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:72000412-72001425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:72085940-72087862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:72162658-72163058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:72163258-72164168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:72164825-72165768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:72171248-72171882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:72215153-72217477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:72218650-72218880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:72222493-72224353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:72242110-72243410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:72425510-72426412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:72953507-72955546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:73040013-73040616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:73088493-73089255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:73110275-73112425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:73167328-73169116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:73357805-73359201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:73412944-73414535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:73469007-73470815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:73590740-73592445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:73647478-73649123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:73659598-73659831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:73816383-73817174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:73819243-73819718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:73886237-73889301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:73909290-73909798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:73911287-73911985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:74019132-74019492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:74020921-74022106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:74175816-74177839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:74189752-74190961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:74289260-74291412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:74503182-74503937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:75015019-75015987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:75069979-75071959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:75145332-75145711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:75156579-75157392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:75160674-75161142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:75202170-75204557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:75223589-75223905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:75282894-75284697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:75293865-75296567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:75468365-75470056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:75850383-75851006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:77491279-77491796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:77554649-77556387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:77759563-77760072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:77886978-77888866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:78184429-78184944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:79379246-79383053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:79423694-79425905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:79487805-79488863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:79826524-79829217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:79980296-79982925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:80135502-80136156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:80137213-80138057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:80160226-80160635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:80176494-80176914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:80184332-80188238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:80277376-80278500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:80468435-80468725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:80509079-80509793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:84237174-84238045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:86631628-86633032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:86663500-86663691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:86681186-86682908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:86730399-86730834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:86770654-86771319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:86782274-86783931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:86870920-86871808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:86906867-86907520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:86945236-86945732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:86959315-86960536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:86979270-86981458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:87087362-87087637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:87203542-87205023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:87213553-87215196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:87341268-87341549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:87341580-87341881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:87342149-87343387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:88901336-88902665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:88989874-88992486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:89260529-89261053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:89348325-89348834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:89413864-89415827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:89514433-89516927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:89519970-89520261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:89526319-89527317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:89623613-89624160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:89837021-89838377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:90965795-90966120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:90966644-90967031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:90967212-90970550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:90971199-90972204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:90973131-90973725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:91557152-91557655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:91596418-91598920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:91607461-91609922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:91613280-91613584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:91630965-91633900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:91652011-91653256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:91681464-91682988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:91799921-91800179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:91814029-91815114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:91922971-91924760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:92057151-92057616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:92110043-92110870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:92174181-92174519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:92278504-92280143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:92420270-92421219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:92688997-92689711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:94224795-94225971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:95241677-95242016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:95604294-95606134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:95645966-95646397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:95655734-95657688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:95692810-95694053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:96607366-96607950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:97319844-97321195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:97355282-97356595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:97366009-97367400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:97385065-97386546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:97399778-97401887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:97418006-97419789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:97447922-97448215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:97451158-97451917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:97465715-97466336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:97540753-97540979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:97541610-97544180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:97553688-97554178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:97570852-97571132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:97571402-97571641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:97571792-97574824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:97574848-97576431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:97587056-97587304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:97608436-97611377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:97736654-97738240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:97773314-97773817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:97821724-97824459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:97921046-97922914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:99661240-99661743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:99926618-99928476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:99975818-99978104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:100686620-100688991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:100741555-100741777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:100753356-100753715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:1016642-1017894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:101909108-101910010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:10406754-10407899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:104090956-104092590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:105043664-105046088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:107457128-107458607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:107564684-107566267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:108035623-108036327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:108466437-108468477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:108472805-108475422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:10885209-10887586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:10892720-10892952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:10898570-10901383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:110429396-110430189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:111416728-111417362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:111624880-111625681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr11:111633336-111633857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:111676364-111678477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:111693037-111695543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:111695720-111696205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:111743839-111744160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:111758703-111760684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr11:111978718-111978963	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:111982038-111983779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:111991743-111991990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:111993531-111994447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:112048554-112048943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:112294018-112294319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:112751195-112752309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:112756318-112756738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:112756859-112757535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:112757644-112758599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:112759161-112759999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:112776466-112779160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:112780197-112780849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:112784179-112786520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:113266319-113266878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:113313917-113315968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:11406174-11408198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:115606099-115608524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:115696475-115697222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:11622212-11622820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:116772007-116773800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:116787217-116788816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:116852247-116853604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:116869060-116869277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:116887657-116888975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:116906381-116906751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:116929032-116932465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:116984202-116985246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:116992770-116993320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:117038448-117038723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:117076629-117078050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:117143521-117146110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:117159462-117160029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:117171141-117172238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:117172457-117173843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:117178147-117180347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:117201342-117202528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:117204617-117205114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:117206844-117207109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:117218604-117219559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:117231141-117232589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:117818337-117819049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:118402714-118402991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:118582178-118582625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:118591847-118594362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:118627914-118629513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:118689341-118690840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:118749315-118750162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:118789628-118792848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:118921115-118923421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:119024382-119025352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:119029841-119031593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:119066669-119068352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:119137985-119138674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:119297199-119299408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:119318610-119318820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:119460002-119460676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:119461338-119461916	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:120346808-120348052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:120516630-120517068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:120985908-120986643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:121700021-121700741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:12181610-12181852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:122070012-122070540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:123459653-123462023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:123474738-123475657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:124644028-124645106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:124716785-124718986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:124799173-124801446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:124836114-124837415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:124896121-124898864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:124898898-124899850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:125180033-125181303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:125457508-125459240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:125516915-125517314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:126230264-126230864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:126303438-126304992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:126339631-126341020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:126347840-126349749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:126354968-126355644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:126355930-126357837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:126365407-126367024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:126371308-126371634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:126379014-126379606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:126391427-126394816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:126420393-126420771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:128914661-128915684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:129142940-129144568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:130840121-130841114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:130891220-130892008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:130907382-130908311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:134119428-134122007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:13982537-13984470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:1458575-1458880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:1460740-1461679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
